time1,cali1,time2,cali2
17:58:12,-184.78,,
17:58:12,-184.76,,
17:58:12,-184.72,,
17:58:12,-184.7,,
17:58:12,-184.68,,
17:58:12,-184.66,,
17:58:12,-184.66,,
17:58:12,-184.66,,
17:58:12,-184.62,,
17:58:12,-184.6,,
17:58:12,-184.58,,
17:58:12,-184.62,,
17:58:12,-184.62,,
17:58:12,-184.62,,
17:58:12,-184.64,,
17:58:12,-184.64,,
17:58:12,-184.66,,
17:58:12,-184.64,,
17:58:12,-184.64,,
17:58:12,-184.66,,
17:58:12,-184.7,,
17:58:12,-184.74,,
17:58:12,-184.78,,
17:58:12,-184.78,,
17:58:12,-184.8,,
17:58:12,-184.82,,
17:58:12,-184.86,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.92,,
17:58:12,-184.92,,
17:58:12,-184.96,,
17:58:12,-185,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-185,,
17:58:12,-185.02,,
17:58:12,-185.08,,
17:58:12,-185.1,,
17:58:12,-185.1,,
17:58:12,-185.12,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.14,,
17:58:12,-185.14,,
17:58:12,-185.14,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.2,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.22,,
17:58:12,-185.18,,
17:58:12,-185.16,,
17:58:12,-185.16,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.16,,
17:58:12,-185.12,,
17:58:12,-185.12,,
17:58:12,-185.1,,
17:58:12,-185.1,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.12,,
17:58:12,-185.08,,
17:58:12,-185.1,,
17:58:12,-185.1,,
17:58:12,-185.14,,
17:58:12,-185.12,,
17:58:12,-185.12,,
17:58:12,-185.1,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.18,,
17:58:12,-185.2,,
17:58:12,-185.24,,
17:58:12,-185.28,,
17:58:12,-185.28,,
17:58:12,-185.3,,
17:58:12,-185.28,,
17:58:12,-185.3,,
17:58:12,-185.3,,
17:58:12,-185.3,,
17:58:12,-185.28,,
17:58:12,-185.26,,
17:58:12,-185.26,,
17:58:12,-185.24,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.16,,
17:58:12,-185.1,,
17:58:12,-185.08,,
17:58:12,-185.06,,
17:58:12,-185.04,,
17:58:12,-185,,
17:58:12,-184.96,,
17:58:12,-184.92,,
17:58:12,-184.88,,
17:58:12,-184.86,,
17:58:12,-184.82,,
17:58:12,-184.8,,
17:58:12,-184.8,,
17:58:12,-184.76,,
17:58:12,-184.78,,
17:58:12,-184.8,,
17:58:12,-184.8,,
17:58:12,-184.76,,
17:58:12,-184.74,,
17:58:12,-184.78,,
17:58:12,-184.78,,
17:58:12,-184.8,,
17:58:12,-184.84,,
17:58:12,-184.82,,
17:58:12,-184.86,,
17:58:12,-184.92,,
17:58:12,-184.96,,
17:58:12,-184.98,,
17:58:12,-185.02,,
17:58:12,-185.04,,
17:58:12,-185.08,,
17:58:12,-185.08,,
17:58:12,-185.1,,
17:58:12,-185.1,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.16,,
17:58:12,-185.14,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.18,,
17:58:12,-185.2,,
17:58:12,-185.22,,
17:58:12,-185.24,,
17:58:12,-185.26,,
17:58:12,-185.28,,
17:58:12,-185.28,,
17:58:12,-185.28,,
17:58:12,-185.3,,
17:58:12,-185.32,,
17:58:12,-185.34,,
17:58:12,-185.36,,
17:58:12,-185.42,,
17:58:12,-185.4,,
17:58:12,-185.44,,
17:58:12,-185.48,,
17:58:12,-185.48,,
17:58:12,-185.5,,
17:58:12,-185.5,,
17:58:12,-185.5,,
17:58:12,-185.52,,
17:58:12,-185.5,,
17:58:12,-185.5,,
17:58:12,-185.5,,
17:58:12,-185.46,,
17:58:12,-185.42,,
17:58:12,-185.38,,
17:58:12,-185.36,,
17:58:12,-185.3,,
17:58:12,-185.3,,
17:58:12,-185.26,,
17:58:12,-185.22,,
17:58:12,-185.2,,
17:58:12,-185.14,,
17:58:12,-185.1,,
17:58:12,-185.1,,
17:58:12,-185.06,,
17:58:12,-185,,
17:58:12,-184.96,,
17:58:12,-184.92,,
17:58:12,-184.9,,
17:58:12,-184.9,,
17:58:12,-184.92,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.86,,
17:58:12,-184.84,,
17:58:12,-184.86,,
17:58:12,-184.88,,
17:58:12,-184.9,,
17:58:12,-184.92,,
17:58:12,-184.92,,
17:58:12,-184.9,,
17:58:12,-184.94,,
17:58:12,-184.96,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.96,,
17:58:12,-184.94,,
17:58:12,-184.92,,
17:58:12,-184.9,,
17:58:12,-184.92,,
17:58:12,-184.9,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.82,,
17:58:12,-184.82,,
17:58:12,-184.82,,
17:58:12,-184.8,,
17:58:12,-184.8,,
17:58:12,-184.78,,
17:58:12,-184.78,,
17:58:12,-184.74,,
17:58:12,-184.76,,
17:58:12,-184.78,,
17:58:12,-184.78,,
17:58:12,-184.8,,
17:58:12,-184.8,,
17:58:12,-184.82,,
17:58:12,-184.84,,
17:58:12,-184.86,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.9,,
17:58:12,-184.92,,
17:58:12,-184.96,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-185,,
17:58:12,-185,,
17:58:12,-185,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-185.04,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-185.02,,
17:58:12,-184.98,,
17:58:12,-184.96,,
17:58:12,-184.98,,
17:58:12,-185,,
17:58:12,-184.98,,
17:58:12,-184.94,,
17:58:12,-184.94,,
17:58:12,-184.88,,
17:58:12,-184.92,,
17:58:12,-184.94,,
17:58:12,-184.94,,
17:58:12,-184.92,,
17:58:12,-184.94,,
17:58:12,-184.92,,
17:58:12,-184.94,,
17:58:12,-184.92,,
17:58:12,-184.94,,
17:58:12,-184.96,,
17:58:12,-185,,
17:58:12,-185.02,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-184.96,,
17:58:12,-184.98,,
17:58:12,-184.98,,
17:58:12,-185.02,,
17:58:12,-185.04,,
17:58:12,-185.04,,
17:58:12,-185.04,,
17:58:12,-185.06,,
17:58:12,-185.1,,
17:58:12,-185.12,,
17:58:12,-185.14,,
17:58:12,-185.16,,
17:58:12,-185.2,,
17:58:12,-185.2,,
17:58:12,-185.24,,
17:58:12,-185.3,,
17:58:12,-185.32,,
17:58:12,-185.4,,
17:58:12,-185.44,,
17:58:12,-185.46,,
17:58:12,-185.54,,
17:58:12,-185.58,,
17:58:12,-185.62,,
17:58:12,-185.68,,
17:58:12,-185.72,,
17:58:12,-185.76,,
17:58:12,-185.8,,
17:58:12,-185.82,,
17:58:12,-185.86,,
17:58:12,-185.9,,
17:58:12,-185.92,,
17:58:12,-185.94,,
17:58:12,-185.94,,
17:58:12,-185.96,,
17:58:12,-185.98,,
17:58:12,-185.96,,
17:58:12,-185.92,,
17:58:12,-185.94,,
17:58:12,-185.98,,
17:58:12,-185.96,,
17:58:12,-185.94,,
17:58:12,-185.96,,
17:58:12,-185.98,,
17:58:12,-185.96,,
17:58:12,-186,,
17:58:12,-185.98,,
17:58:12,-185.98,,
17:58:12,-185.98,,
17:58:12,-185.98,,
17:58:12,-186,,
17:58:12,-186.02,,
17:58:12,-186.04,,
17:58:12,-186.08,,
17:58:12,-186.08,,
17:58:12,-186.08,,
17:58:12,-186.08,,
17:58:12,-186.14,,
17:58:12,-186.18,,
17:58:12,-186.18,,
17:58:12,-186.2,,
17:58:12,-186.22,,
17:58:12,-186.24,,
17:58:12,-186.26,,
17:58:12,-186.28,,
17:58:12,-186.3,,
17:58:12,-186.28,,
17:58:12,-186.26,,
17:58:12,-186.26,,
17:58:12,-186.26,,
17:58:12,-186.26,,
17:58:12,-186.26,,
17:58:12,-186.28,,
17:58:12,-186.28,,
17:58:12,-186.24,,
17:58:12,-186.24,,
17:58:12,-186.24,,
17:58:12,-186.2,,
17:58:12,-186.18,,
17:58:12,-186.18,,
17:58:12,-186.14,,
17:58:12,-186.16,,
17:58:12,-186.14,,
17:58:12,-186.14,,
17:58:12,-186.16,,
17:58:12,-186.14,,
17:58:12,-186.14,,
17:58:12,-186.16,,
17:58:12,-186.14,,
17:58:12,-186.12,,
17:58:12,-186.14,,
17:58:12,-186.12,,
17:58:12,-186.14,,
17:58:12,-186.16,,
17:58:12,-186.16,,
17:58:12,-186.16,,
17:58:12,-186.14,,
17:58:12,-186.12,,
17:58:12,-186.12,,
17:58:12,-186.14,,
17:58:12,-186.12,,
17:58:12,-186.1,,
17:58:12,-186.08,,
17:58:12,-186.06,,
17:58:12,-186.04,,
17:58:12,-186.02,,
17:58:12,-186.02,,
17:58:12,-186,,
17:58:12,-185.96,,
17:58:12,-185.96,,
17:58:12,-185.94,,
17:58:12,-185.9,,
17:58:12,-185.9,,
17:58:12,-185.86,,
17:58:12,-185.86,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.82,,
17:58:12,-185.82,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.82,,
17:58:12,-185.82,,
17:58:12,-185.86,,
17:58:12,-185.86,,
17:58:12,-185.88,,
17:58:12,-185.9,,
17:58:12,-185.94,,
17:58:12,-185.96,,
17:58:12,-185.96,,
17:58:12,-186,,
17:58:12,-186.04,,
17:58:12,-186.04,,
17:58:12,-186.06,,
17:58:12,-186.08,,
17:58:12,-186.14,,
17:58:12,-186.14,,
17:58:12,-186.16,,
17:58:12,-186.18,,
17:58:12,-186.22,,
17:58:12,-186.22,,
17:58:12,-186.2,,
17:58:12,-186.22,,
17:58:12,-186.22,,
17:58:12,-186.22,,
17:58:12,-186.24,,
17:58:12,-186.24,,
17:58:12,-186.2,,
17:58:12,-186.2,,
17:58:12,-186.18,,
17:58:12,-186.18,,
17:58:12,-186.2,,
17:58:12,-186.16,,
17:58:12,-186.18,,
17:58:12,-186.2,,
17:58:12,-186.18,,
17:58:12,-186.16,,
17:58:12,-186.18,,
17:58:12,-186.18,,
17:58:12,-186.22,,
17:58:12,-186.24,,
17:58:12,-186.2,,
17:58:12,-186.22,,
17:58:12,-186.24,,
17:58:12,-186.26,,
17:58:12,-186.24,,
17:58:12,-186.24,,
17:58:12,-186.26,,
17:58:12,-186.28,,
17:58:12,-186.28,,
17:58:12,-186.34,,
17:58:12,-186.34,,
17:58:12,-186.32,,
17:58:12,-186.3,,
17:58:12,-186.36,,
17:58:12,-186.36,,
17:58:12,-186.36,,
17:58:12,-186.36,,
17:58:12,-186.36,,
17:58:12,-186.38,,
17:58:12,-186.38,,
17:58:12,-186.36,,
17:58:12,-186.36,,
17:58:12,-186.34,,
17:58:12,-186.34,,
17:58:12,-186.34,,
17:58:12,-186.32,,
17:58:12,-186.34,,
17:58:12,-186.34,,
17:58:12,-186.32,,
17:58:12,-186.3,,
17:58:12,-186.26,,
17:58:12,-186.24,,
17:58:12,-186.26,,
17:58:12,-186.26,,
17:58:12,-186.24,,
17:58:12,-186.2,,
17:58:12,-186.2,,
17:58:12,-186.2,,
17:58:12,-186.2,,
17:58:12,-186.18,,
17:58:12,-186.16,,
17:58:12,-186.16,,
17:58:12,-186.12,,
17:58:12,-186.1,,
17:58:12,-186.06,,
17:58:12,-186.08,,
17:58:12,-186.06,,
17:58:12,-186.04,,
17:58:12,-186.04,,
17:58:12,-186,,
17:58:12,-185.98,,
17:58:12,-185.98,,
17:58:12,-185.96,,
17:58:12,-185.98,,
17:58:12,-185.96,,
17:58:12,-185.96,,
17:58:12,-185.96,,
17:58:12,-185.94,,
17:58:12,-185.92,,
17:58:12,-185.9,,
17:58:12,-185.92,,
17:58:12,-185.94,,
17:58:12,-185.9,,
17:58:12,-185.9,,
17:58:12,-185.92,,
17:58:12,-185.92,,
17:58:12,-185.88,,
17:58:12,-185.88,,
17:58:12,-185.88,,
17:58:12,-185.88,,
17:58:12,-185.9,,
17:58:12,-185.88,,
17:58:12,-185.86,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.84,,
17:58:12,-185.82,,
17:58:12,-185.8,,
17:58:12,-185.8,,
17:58:12,-185.76,,
17:58:12,-185.78,,
17:58:12,-185.78,,
17:58:12,-185.78,,
17:58:12,-185.74,,
17:58:12,-185.74,,
17:58:12,-185.72,,
17:58:12,-185.7,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.74,,
17:58:12,-185.74,,
17:58:12,-185.76,,
17:58:12,-185.76,,
17:58:12,-185.76,,
17:58:12,-185.74,,
17:58:12,-185.7,,
17:58:12,-185.72,,
17:58:12,-185.76,,
17:58:12,-185.74,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.72,,
17:58:12,-185.68,,
17:58:12,-185.64,,
17:58:12,-185.62,,
17:58:12,-185.6,,
17:58:12,-185.62,,
17:58:12,-185.58,,
17:58:12,-185.56,,
17:58:12,-185.54,,
17:58:12,-185.56,,
17:58:12,-185.54,,
17:58:12,-185.54,,
17:58:12,-185.54,,
17:58:12,-185.52,,
17:58:12,-185.54,,
17:58:12,-185.56,,
17:58:12,-185.54,,
17:58:12,-185.52,,
17:58:12,-185.52,,
17:58:12,-185.56,,
17:58:12,-185.56,,
17:58:12,-185.6,,
17:58:12,-185.6,,
17:58:12,-185.66,,
17:58:12,-185.68,,
17:58:12,-185.66,,
17:58:12,-185.68,,
17:58:12,-185.7,,
17:58:12,-185.72,,
17:58:12,-185.74,,
17:58:12,-185.74,,
17:58:12,-185.74,,
17:58:12,-185.76,,
17:58:12,-185.74,,
17:58:12,-185.72,,
17:58:12,-185.7,,
17:58:12,-185.7,,
17:58:12,-185.68,,
17:58:12,-185.64,,
17:58:12,-185.62,,
17:58:12,-185.58,,
17:58:12,-185.56,,
17:58:12,-185.52,,
17:58:12,-185.48,,
17:58:12,-185.44,,
17:58:12,-185.42,,
17:58:12,-185.42,,
17:58:12,-185.42,,
17:58:12,-185.4,,
17:58:12,-185.36,,
17:58:12,-185.38,,
17:58:12,-185.36,,
17:58:12,-185.38,,
17:58:12,-185.36,,
17:58:12,-185.38,,
17:58:12,-185.36,,
17:58:12,-185.34,,
17:58:12,-185.36,,
17:58:12,-185.36,,
17:58:12,-185.36,,
17:58:12,-185.36,,
17:58:12,-185.34,,
17:58:12,-185.34,,
17:58:12,-185.36,,
17:58:12,-185.38,,
17:58:12,-185.36,,
17:58:12,-185.36,,
17:58:12,-185.3,,
17:58:12,-185.3,,
17:58:12,-185.3,,
17:58:12,-185.28,,
17:58:12,-185.26,,
17:58:12,-185.28,,
17:58:12,-185.26,,
17:58:12,-185.18,,
17:58:12,-185.16,,
17:58:12,-185.1,,
17:58:12,-185.06,,
17:58:12,-185.04,,
17:58:12,-185,,
17:58:12,-185.02,,
17:58:12,-185,,
17:58:12,-184.96,,
17:58:12,-184.94,,
17:58:12,-184.92,,
17:58:12,-184.92,,
17:58:12,-184.9,,
17:58:12,-184.84,,
17:58:12,-184.84,,
17:58:12,-184.86,,
17:58:12,-184.88,,
17:58:12,-184.86,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.88,,
17:58:12,-184.9,,
17:58:13,-184.9,,
17:58:13,-184.92,,
17:58:13,-184.9,,
17:58:13,-184.88,,
17:58:13,-184.9,,
17:58:13,-184.94,,
17:58:13,-184.98,,
17:58:13,-184.96,,
17:58:13,-184.96,,
17:58:13,-185,,
17:58:13,-185,,
17:58:13,-184.98,,
17:58:13,-184.98,,
17:58:13,-185,,
17:58:13,-184.98,,
17:58:13,-184.98,,
17:58:13,-184.96,,
17:58:13,-184.96,,
17:58:13,-184.98,,
17:58:13,-184.98,,
17:58:13,-184.96,,
17:58:13,-184.98,,
17:58:13,-185,,
17:58:13,-185,,
17:58:13,-184.98,,
17:58:13,-184.96,,
17:58:13,-184.96,,
17:58:13,-184.92,,
17:58:13,-184.9,,
17:58:13,-184.9,,
17:58:13,-184.92,,
17:58:13,-184.9,,
17:58:13,-184.9,,
17:58:13,-184.88,,
17:58:13,-184.84,,
17:58:13,-184.86,,
17:58:13,-184.88,,
17:58:13,-184.84,,
17:58:13,-184.82,,
17:58:13,-184.8,,
17:58:13,-184.8,,
17:58:13,-184.78,,
17:58:13,-184.78,,
17:58:13,-184.76,,
17:58:13,-184.74,,
17:58:13,-184.72,,
17:58:13,-184.72,,
17:58:13,-184.7,,
17:58:13,-184.68,,
17:58:13,-184.64,,
17:58:13,-184.64,,
17:58:13,-184.62,,
17:58:13,-184.62,,
17:58:13,-184.64,,
17:58:13,-184.6,,
17:58:13,-184.6,,
17:58:13,-184.6,,
17:58:13,-184.62,,
17:58:13,-184.6,,
17:58:13,-184.62,,
17:58:13,-184.62,,
17:58:13,-184.6,,
17:58:13,-184.62,,
17:58:13,-184.62,,
17:58:13,-184.6,,
17:58:13,-184.6,,
17:58:13,-184.6,,
17:58:13,-184.62,,
17:58:13,-184.56,,
17:58:13,-184.58,,
17:58:13,-184.6,,
17:58:13,-184.56,,
17:58:13,-184.52,,
17:58:13,-184.54,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.48,,
17:58:13,-184.48,,
17:58:13,-184.5,,
17:58:13,-184.5,,
17:58:13,-184.48,,
17:58:13,-184.44,,
17:58:13,-184.44,,
17:58:13,-184.44,,
17:58:13,-184.42,,
17:58:13,-184.42,,
17:58:13,-184.42,,
17:58:13,-184.42,,
17:58:13,-184.42,,
17:58:13,-184.44,,
17:58:13,-184.44,,
17:58:13,-184.46,,
17:58:13,-184.5,,
17:58:13,-184.5,,
17:58:13,-184.52,,
17:58:13,-184.56,,
17:58:13,-184.58,,
17:58:13,-184.6,,
17:58:13,-184.58,,
17:58:13,-184.62,,
17:58:13,-184.68,,
17:58:13,-184.7,,
17:58:13,-184.68,,
17:58:13,-184.72,,
17:58:13,-184.74,,
17:58:13,-184.78,,
17:58:13,-184.8,,
17:58:13,-184.82,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.88,,
17:58:13,-184.9,,
17:58:13,-184.86,,
17:58:13,-184.84,,
17:58:13,-184.86,,
17:58:13,-184.88,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.86,,
17:58:13,-184.82,,
17:58:13,-184.8,,
17:58:13,-184.8,,
17:58:13,-184.8,,
17:58:13,-184.76,,
17:58:13,-184.76,,
17:58:13,-184.74,,
17:58:13,-184.72,,
17:58:13,-184.68,,
17:58:13,-184.68,,
17:58:13,-184.66,,
17:58:13,-184.64,,
17:58:13,-184.66,,
17:58:13,-184.64,,
17:58:13,-184.62,,
17:58:13,-184.64,,
17:58:13,-184.64,,
17:58:13,-184.62,,
17:58:13,-184.62,,
17:58:13,-184.64,,
17:58:13,-184.62,,
17:58:13,-184.6,,
17:58:13,-184.54,,
17:58:13,-184.54,,
17:58:13,-184.58,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.6,,
17:58:13,-184.58,,
17:58:13,-184.54,,
17:58:13,-184.54,,
17:58:13,-184.56,,
17:58:13,-184.56,,
17:58:13,-184.54,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.48,,
17:58:13,-184.44,,
17:58:13,-184.44,,
17:58:13,-184.4,,
17:58:13,-184.36,,
17:58:13,-184.34,,
17:58:13,-184.32,,
17:58:13,-184.28,,
17:58:13,-184.24,,
17:58:13,-184.22,,
17:58:13,-184.18,,
17:58:13,-184.16,,
17:58:13,-184.08,,
17:58:13,-184.06,,
17:58:13,-184.04,,
17:58:13,-184.04,,
17:58:13,-184.02,,
17:58:13,-183.98,,
17:58:13,-183.98,,
17:58:13,-183.94,,
17:58:13,-183.96,,
17:58:13,-183.92,,
17:58:13,-183.94,,
17:58:13,-183.92,,
17:58:13,-183.9,,
17:58:13,-183.92,,
17:58:13,-183.94,,
17:58:13,-183.94,,
17:58:13,-183.94,,
17:58:13,-183.94,,
17:58:13,-183.94,,
17:58:13,-183.98,,
17:58:13,-184,,
17:58:13,-184,,
17:58:13,-184.02,,
17:58:13,-184.06,,
17:58:13,-184.08,,
17:58:13,-184.08,,
17:58:13,-184.08,,
17:58:13,-184.08,,
17:58:13,-184.1,,
17:58:13,-184.12,,
17:58:13,-184.18,,
17:58:13,-184.28,,
17:58:13,-184.28,,
17:58:13,-184.1,,
17:58:13,-184.02,,
17:58:13,-184.1,,
17:58:13,-184.14,,
17:58:13,-184.26,,
17:58:13,-184.62,,
17:58:13,-184.92,,
17:58:13,-184.82,,
17:58:13,-184.58,,
17:58:13,-184.22,,
17:58:13,-183.54,,
17:58:13,-182.62,,
17:58:13,-182.22,,
17:58:13,-182.76,,
17:58:13,-183.64,,
17:58:13,-184.34,,
17:58:13,-185.14,,
17:58:13,-186,,
17:58:13,-186.5,,
17:58:13,-186.4,,
17:58:13,-185.78,,
17:58:13,-185,,
17:58:13,-184.54,,
17:58:13,-184.38,,
17:58:13,-184.28,,
17:58:13,-184.3,,
17:58:13,-184.5,,
17:58:13,-184.8,,
17:58:13,-185,,
17:58:13,-185.08,,
17:58:13,-184.88,,
17:58:13,-184.56,,
17:58:13,-184.28,,
17:58:13,-184.04,,
17:58:13,-183.8,,
17:58:13,-183.66,,
17:58:13,-183.62,,
17:58:13,-183.66,,
17:58:13,-183.74,,
17:58:13,-183.76,,
17:58:13,-183.88,,
17:58:13,-183.96,,
17:58:13,-183.98,,
17:58:13,-183.98,,
17:58:13,-184.04,,
17:58:13,-184.08,,
17:58:13,-184.14,,
17:58:13,-184.18,,
17:58:13,-184.22,,
17:58:13,-184.26,,
17:58:13,-184.3,,
17:58:13,-184.38,,
17:58:13,-184.48,,
17:58:13,-184.58,,
17:58:13,-184.68,,
17:58:13,-184.72,,
17:58:13,-184.76,,
17:58:13,-184.78,,
17:58:13,-184.76,,
17:58:13,-184.7,,
17:58:13,-184.7,,
17:58:13,-184.72,,
17:58:13,-184.7,,
17:58:13,-184.72,,
17:58:13,-184.76,,
17:58:13,-184.8,,
17:58:13,-184.82,,
17:58:13,-184.78,,
17:58:13,-184.78,,
17:58:13,-184.68,,
17:58:13,-184.6,,
17:58:13,-184.48,,
17:58:13,-184.4,,
17:58:13,-184.34,,
17:58:13,-184.34,,
17:58:13,-184.36,,
17:58:13,-184.42,,
17:58:13,-184.48,,
17:58:13,-184.5,,
17:58:13,-184.52,,
17:58:13,-184.58,,
17:58:13,-184.62,,
17:58:13,-184.66,,
17:58:13,-184.66,,
17:58:13,-184.66,,
17:58:13,-184.62,,
17:58:13,-184.58,,
17:58:13,-184.52,,
17:58:13,-184.46,,
17:58:13,-184.46,,
17:58:13,-184.42,,
17:58:13,-184.46,,
17:58:13,-184.48,,
17:58:13,-184.52,,
17:58:13,-184.54,,
17:58:13,-184.56,,
17:58:13,-184.54,,
17:58:13,-184.58,,
17:58:13,-184.6,,
17:58:13,-184.62,,
17:58:13,-184.68,,
17:58:13,-184.74,,
17:58:13,-184.82,,
17:58:13,-184.9,,
17:58:13,-184.94,,
17:58:13,-184.98,,
17:58:13,-185,,
17:58:13,-185.04,,
17:58:13,-185.06,,
17:58:13,-185.12,,
17:58:13,-185.22,,
17:58:13,-185.32,,
17:58:13,-185.4,,
17:58:13,-185.42,,
17:58:13,-185.48,,
17:58:13,-185.56,,
17:58:13,-185.62,,
17:58:13,-185.7,,
17:58:13,-185.78,,
17:58:13,-185.82,,
17:58:13,-185.86,,
17:58:13,-185.84,,
17:58:13,-185.8,,
17:58:13,-185.74,,
17:58:13,-185.68,,
17:58:13,-185.66,,
17:58:13,-185.62,,
17:58:13,-185.64,,
17:58:13,-185.6,,
17:58:13,-185.54,,
17:58:13,-185.5,,
17:58:13,-185.38,,
17:58:13,-185.3,,
17:58:13,-185.22,,
17:58:13,-185.12,,
17:58:13,-185.08,,
17:58:13,-185.04,,
17:58:13,-185,,
17:58:13,-184.94,,
17:58:13,-184.84,,
17:58:13,-184.78,,
17:58:13,-184.7,,
17:58:13,-184.66,,
17:58:13,-184.64,,
17:58:13,-184.64,,
17:58:13,-184.64,,
17:58:13,-184.6,,
17:58:13,-184.56,,
17:58:13,-184.52,,
17:58:13,-184.48,,
17:58:13,-184.44,,
17:58:13,-184.46,,
17:58:13,-184.5,,
17:58:13,-184.48,,
17:58:13,-184.52,,
17:58:13,-184.54,,
17:58:13,-184.52,,
17:58:13,-184.48,,
17:58:13,-184.5,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.54,,
17:58:13,-184.58,,
17:58:13,-184.58,,
17:58:13,-184.58,,
17:58:13,-184.56,,
17:58:13,-184.54,,
17:58:13,-184.52,,
17:58:13,-184.52,,
17:58:13,-184.5,,
17:58:13,-184.52,,
17:58:13,-184.56,,
17:58:13,-184.54,,
17:58:13,-184.5,,
17:58:13,-184.48,,
17:58:13,-184.46,,
17:58:13,-184.46,,
17:58:13,-184.48,,
17:58:13,-184.52,,
17:58:13,-184.56,,
17:58:13,-184.58,,
17:58:13,-184.56,,
17:58:13,-184.58,,
17:58:13,-184.62,,
17:58:13,-184.6,,
17:58:13,-184.6,,
17:58:13,-184.66,,
17:58:13,-184.7,,
17:58:13,-184.72,,
17:58:13,-184.74,,
17:58:13,-184.76,,
17:58:13,-184.78,,
17:58:13,-184.82,,
17:58:13,-184.86,,
17:58:13,-184.92,,
17:58:13,-184.92,,
17:58:13,-184.98,,
17:58:13,-185.02,,
17:58:13,-185.04,,
17:58:13,-185.1,,
17:58:13,-185.14,,
17:58:13,-185.14,,
17:58:13,-185.16,,
17:58:13,-185.2,,
17:58:13,-185.24,,
17:58:13,-185.3,,
17:58:13,-185.32,,
17:58:13,-185.34,,
17:58:13,-185.36,,
17:58:13,-185.34,,
17:58:13,-185.36,,
17:58:13,-185.38,,
17:58:13,-185.4,,
17:58:13,-185.42,,
17:58:13,-185.44,,
17:58:13,-185.46,,
17:58:13,-185.48,,
17:58:13,-185.48,,
17:58:13,-185.46,,
17:58:13,-185.46,,
17:58:13,-185.48,,
17:58:13,-185.48,,
17:58:13,-185.42,,
17:58:13,-185.4,,
